
		Copies and Copyright-Notice

User is not entitled to change or erase data sets of the RegulonDB
database or to eliminate copyright notices from RegulonDB. Furthermore,
User is not entitled to expand RegulonDB or to integrate RegulonDB partly
or as a whole into other databank systems, without prior written consent
from CCG-UNAM.

Citation

User is committed to cite properly the use of RegulonDB. The current most
update publication concerning RegulonDB is:
Socorro Gama-Castro, Verónica Jiménez-Jacinto, Martin Peralta-Gil,
Alberto Santos-Zavaleta, Monica I. Peñaloza-Spindola, Bruno Contreras-Moreira,
Juan Segura-Salazar, Luis Muñiz-Rascado, Irma Martínez-Flores, Heladia Salgado,
César Bonavides-Martínez, Cei Abreu-Goodger, Carlos Rodriguez-Penagos, Juan Miranda-Rios,
Enrique Morett, Enrique Merino, Araceli M. Huerta, Luis Treviño-Quintanilla and Julio Collado-Vides.
"RegulonDB (Version 6.0): gene regulation model of Escherichia coli K-12 
beyond transcription, active (experimental) annotated promoters and textpresso navigation"
Nucleic Acids Research, 2008, vol 36.  D120-D124

Release: 6.3 Date: 30-JAN-09
_________________________________________________________________________________

Columns:
	(1) Gene identifier assigned by RegulonDB
	(2) Gene name 
	(3) Blattner number (bnumber) of the gene
	(4) Gene left end position in the genome
	(5) Gene right end position in the genome
	(6) DNA strand where the gene is coded
	(7) Product name of the gene
ECK120003193	ymfS	b1155	1207355	1207768	forward	e14 prophage; predicted protein
ECK120001104	tfaE	b1156	1207740	1208342	reverse	e14 prophage; predicted tail fiber assembly protein
ECK120003194	stfE	b1157	1208342	1208878	reverse	e14 prophage; predicted side tail fiber protein fragment
ECK120000728	pinE	b1158	1208908	1209462	forward	e14 prophage; site-specific DNA recombinase
ECK120000566	mcrA	b1159	1209569	1210402	forward	restriction of DNA at 5-methylcytosine residues
ECK120026447	icdC		1210648	1210800	forward	conserved protein
ECK120003195	iraM	b1160	1210903	1211226	reverse	inhibitor of &sigma;<sup>S</sup> proteolysis
ECK120003196	ycgX	b1161	1211926	1212330	reverse	predicted protein
ECK120003197	ycgE	b1162	1212551	1213282	reverse	predicted DNA-binding transcriptional regulator
ECK120003198	ycgF	b1163	1213487	1214698	reverse	predicted FAD-binding phosphodiesterase
ECK120003199	ycgZ	b1164	1215012	1215248	forward	predicted protein
ECK120003200	ymgA	b1165	1215291	1215563	forward	protein involved in biofilm formation
ECK120003201	ariR	b1166	1215592	1215858	forward	regulator of acid resistance, influenced by indole
ECK120003202	ymgC	b1167	1215971	1216219	forward	protein involved in biofilm formation
ECK120003203	ycgG	b1168	1216551	1218074	forward	conserved inner membrane protein
ECK120015304	ymgF	b4520	1218206	1218424	forward	predicted protein
ECK120003204	ycgH_1		1220024	1220344	forward	conserved protein; member of the Autotransporter family
ECK120003205	ycgH_2		1220429	1221445	forward	conserved protein; member of the Autotransporter family
ECK120003206	ymgD	b1171	1221528	1221857	reverse	predicted protein
ECK120003207	ymgG	b1172	1221867	1222142	reverse	predicted protein
ECK120030073	ymgI	b4593	1222213	1222386	reverse	hypothetical protein
ECK120030074	ymgJ	b4594	1222487	1222672	forward	hypothetical protein
ECK120016296	ymgH	b4521	1222688	1222909	forward	predicted protein
ECK120003208	ycgI	b1173	1222918	1223130	forward	predicted protein
ECK120000591	minE	b1174	1223502	1223768	reverse	cell division topological specificity factor and inhibitory component of the MinC-MinD-MinE system that regulates septum placement
ECK120000590	minD	b1175	1223772	1224584	reverse	membrane ATPase of the MinC-MinD-MinE system that regulates septum placement
ECK120000589	minC	b1176	1224608	1225303	reverse	cell division inhibitor of the MinC-MinD-MinE and DicB-MinC systems that regulate septum placement
ECK120003209	ycgJ	b1177	1225823	1226191	forward	predicted protein
ECK120003210	ycgK	b1178	1226294	1226695	reverse	predicted protein
ECK120003211	ycgL	b1179	1226904	1227230	forward	conserved protein
ECK120003212	ycgM	b1180	1227302	1227961	forward	predicted isomerase/hydrolase
ECK120003213	ycgN	b1181	1228053	1228499	forward	conserved protein
ECK120003214	hlyE	b1182	1228706	1229617	reverse	hemolysin E
ECK120002609	C0299		1229852	1229930	forward	C0299 small RNA
ECK120001046	umuD	b1183	1229990	1230409	forward	SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC
ECK120001045	umuC	b1184	1230409	1231677	forward	SOS mutagenesis and repair
ECK120001360	dsbB	b1185	1231723	1232253	reverse	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I
ECK120001359	nhaB	b1186	1232399	1233940	reverse	NhaB sodium/proton transporter
ECK120000275	fadR	b1187	1234161	1234880	forward	FadR transcriptional dual regulator
ECK120001471	ycgB	b1188	1234932	1236464	reverse	putative sporulation protein
ECK120001373	dadA	b1189	1236794	1238092	forward	D-amino acid dehydrogenase, small subunit
ECK120001374	dadX	b1190	1238102	1239172	forward	
ECK120003215	cvrA	b1191	1239558	1241294	reverse	YcgO CPA1 Transporter
ECK120003216	ldcA	b1192	1241389	1242303	reverse	L,D-carboxypeptidase A
ECK120003217	emtA	b1193	1242403	1243014	forward	lytic murein transglycosylase E
ECK120003218	ycgR	b1194	1243016	1243750	reverse	protein involved regulation of flagellar motility
ECK120003219	ymgE	b1195	1243951	1244205	forward	transglycosylase associated protein
ECK120003220	ycgY	b1196	1244383	1244823	forward	predicted protein
ECK120001006	treA	b1197	1244902	1246599	reverse	periplasmic trehalase
ECK120002261	dhaM	b1198	1246919	1248337	reverse	dihydroxyacetone kinase subunit M
ECK120003221	dhaL	b1199	1248348	1248980	reverse	dihydroxyacetone kinase subunit L
ECK120003222	dhaK	b1200	1248991	1250061	reverse	dihydroxyacetone kinase subunit K
ECK120003223	dhaR	b1201	1250289	1252208	forward	DhaR transcriptional dual regulator
ECK120003224	ycgV	b1202	1252308	1255175	reverse	putative adhesion and penetration protein
ECK120001370	ychF	b1203	1255944	1257035	reverse	putative GTP-binding protein
ECK120000776	pth	b1204	1257152	1257736	reverse	peptidyl-tRNA hydrolase
ECK120001487	ychH	b1205	1258014	1258292	forward	predicted inner membrane protein
ECK120002255	ychM	b1206	1258347	1260026	reverse	YchM sulfate SulP transporter
ECK120000765	prs	b1207	1260151	1261098	reverse	ribose-phosphate diphosphokinase
ECK120001267	ispE	b1208	1261249	1262100	reverse	
ECK120001266	lolB	b1209	1262100	1262723	reverse	outer membrane lipoprotein, localization of lipoproteins in the outer membrane
ECK120000420	hemA	b1210	1262937	1264193	forward	
ECK120000752	prfA	b1211	1264235	1265317	forward	peptide chain release factor RF1
ECK120002282	prmC	b1212	1265317	1266150	forward	protein-(glutamine-N5) methyltransferase
ECK120003225	ychQ	b1213	1266147	1266539	forward	predicted transcriptional regulator
ECK120001226	ychA	b1214	1266543	1267352	forward	predicted transcriptional regulator
ECK120000511	kdsA	b1215	1267388	1268242	forward	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase
ECK120002655	ldrA	b4419	1268391	1268498	reverse	small toxic polypeptide
ECK120002656	rdlA	b4420	1268546	1268612	forward	antisense RNA, trans-acting regulator of ldrA
ECK120002657	ldrB	b4421	1268926	1269033	reverse	small toxic polypeptide LdrB
ECK120002658	rdlB	b4422	1269081	1269146	forward	antisense RNA, trans-acting regulator of ldrB
ECK120002659	ldrC	b4423	1269461	1269568	reverse	small toxic polypeptide LdrC
ECK120002660	rdlC	b4424	1269616	1269683	forward	antisense RNA, trans-acting regulator of ldrC
ECK120001691	chaA	b1216	1269972	1271072	reverse	ChaA calcium CaCA transporter
ECK120002264	chaB	b1217	1271342	1271572	forward	predicted cation transport regulator
ECK120002265	chaC	b1218	1271709	1272425	forward	predicted cation transport protein
ECK120002266	ychN	b1219	1272469	1272822	reverse	conserved protein
ECK120002267	ychO	b1220	1273148	1274401	forward	predicted invasin
ECK120000636	narL	b1221	1274402	1275052	reverse	NarL transcriptional dual regulator
ECK120000639	narX	b1222	1275045	1276841	reverse	NarX
ECK120000635	narK	b1223	1277180	1278571	forward	NarK MFS nitrate/nitrite antiporter
ECK120000631	narG	b1224	1279087	1282830	forward	nitrate reductase A, &alpha; subunit
ECK120000632	narH	b1225	1282827	1284365	forward	nitrate reductase A, &beta; subunit
ECK120000634	narJ	b1226	1284362	1285072	forward	molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1
ECK120000633	narI	b1227	1285072	1285749	forward	nitrate reductase A, &gamma; subunit
ECK120003226	ychS	b1228	1285932	1286207	forward	predicted protein
ECK120002661	rttR	b4425	1286289	1286459	reverse	RttR small RNA
ECK120001005	tpr	b1229	1286310	1286411	reverse	predicted protamine-like protein
ECK120002550	tyrV	b1230	1286467	1286551	reverse	tRNA<SUP>tyrV</SUP>
ECK120002548	tyrT	b1231	1286761	1286845	reverse	tRNA<SUP>tyrT</SUP>
ECK120001751	purU	b1232	1287005	1287847	reverse	formyltetrahydrofolate deformylase
ECK120002022	ychJ	b1233	1287897	1288355	reverse	conserved protein
ECK120002023	rssA	b1234	1288429	1289373	forward	hypothetical protein
ECK120002024	rssB	b1235	1289465	1290478	forward	regulator of RpoS
ECK120001290	galU	b1236	1290680	1291588	forward	GalU
ECK120000450	hns	b1237	1291732	1292145	reverse	H-NS transcriptional dual regulator
ECK120000983	tdk	b1238	1292750	1293367	forward	thymidine kinase/deoxyuridine kinase
ECK120001559	ychG_2		1293649	1294239	reverse	predicted protein
ECK120003227	ychG_1		1294191	1294421	reverse	predicted protein, N-terminal fragment
ECK120000028	adhE	b1241	1294669	1297344	reverse	AdhE
ECK120001313	ychE	b1242	1297821	1298468	forward	predicted inner membrane protein
ECK120000667	oppA	b1243	1299206	1300837	forward	OppA-oligopeptide ABC transporter substrate-binding
ECK120000668	oppB	b1244	1300923	1301843	forward	OppB
ECK120000669	oppC	b1245	1301858	1302766	forward	OppC
ECK120000670	oppD	b1246	1302778	1303791	forward	OppD
ECK120000671	oppF	b1247	1303788	1304792	forward	OppF
ECK120003228	yciU	b1248	1304845	1305174	reverse	predicted protein
ECK120001556	cls	b1249	1305209	1306669	reverse	cardiolipin synthase
ECK120002602	yciY	b4595	1306812	1306985	forward	hypothetical protein
ECK120001554	kch	b1250	1307040	1308293	reverse	Kch potassium VIC channel subunit
ECK120001555	yciI	b1251	1308593	1308889	reverse	predicted enzyme
ECK120001001	tonB	b1252	1309113	1309832	forward	TonB protein; energy transducer; uptake of iron, cyanocobalimin; sensitivity to phages, colicins
ECK120001105	yciA	b1253	1309872	1310270	reverse	acyl-CoA thioesterase
ECK120001106	yciB	b1254	1310375	1310914	reverse	predicted inner membrane protein
ECK120001107	yciC	b1255	1310944	1311687	reverse	predicted inner membrane protein
ECK120001108	ompW	b1256	1312044	1312682	forward	OmpW, outer membrane protein
ECK120001109	yciE	b1257	1312742	1313248	reverse	conserved protein
ECK120001110	yciF	b1258	1313294	1313794	reverse	putative structural protein
ECK120001111	yciG	b1259	1313880	1314059	reverse	predicted protein
ECK120001013	trpA	b1260	1314440	1315246	reverse	tryptophan synthase, &alpha; subunit
ECK120001014	trpB	b1261	1315246	1316439	reverse	tryptophan synthase, &beta; subunit
ECK120001015	trpC	b1262	1316451	1317809	reverse	indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
ECK120001016	trpD	b1263	1317813	1319408	reverse	anthranilate synthase component II
ECK120001017	trpE	b1264	1319408	1320970	reverse	anthranilate synthase component I
ECK120001248	trpL	b1265	1321062	1321106	reverse	trp operon leader peptide
ECK120003229	trpH	b1266	1321244	1322125	forward	conserved protein
ECK120003230	yciO	b1267	1322122	1322742	forward	conserved protein
ECK120003231	yciQ	b1268	1322770	1324665	forward	predicted inner membrane protein
ECK120002288	rluB	b1269	1324876	1325751	forward	23S rRNA pseudouridine synthase
ECK120000126	btuR	b1270	1325791	1326381	reverse	cobinamide adenosyltransferase/cobalamin adenosyltransferase
ECK120001695	yciK	b1271	1326378	1327136	reverse	predicted oxidoreductase
ECK120000945	sohB	b1272	1327356	1328405	forward	predicted inner membrane peptidase
ECK120002411	yciN	b1273	1328441	1328692	reverse	predicted protein
ECK120001002	topA	b1274	1329072	1331669	forward	DNA topoisomerase I
ECK120000179	cysB	b1275	1331879	1332853	forward	CysB
ECK120016922	ymiA		1333184	1333312	forward	
ECK120016923	yciX		1333294	1333482	forward	
ECK120001296	acnA	b1276	1333855	1336530	forward	aconitase/aconitase
ECK120001302	ribA	b1277	1336594	1337184	reverse	GTP cyclohydrolase II
ECK120000697	pgpB	b1278	1337354	1338118	forward	undecaprenyl pyrophosphate phosphatase/diacylglycerol pyrophosphate phosphatase/phosphatidylglycerophosphatase B
ECK120003232	yciS	b1279	1338267	1338575	forward	conserved inner membrane protein
ECK120002356	yciM	b1280	1338582	1339751	forward	conserved protein
ECK120000800	pyrF	b1281	1339945	1340682	forward	PyrF
ECK120001112	yciH	b1282	1340682	1341008	forward	translation initiation factor
ECK120000672	osmB	b1283	1341134	1341352	reverse	OsmB osmotically inducible lipoprotein
ECK120003233	yciT	b1284	1341621	1342370	reverse	DNA-binding transcriptional regulator
ECK120030075	yciZ	b4596	1342460	1342633	reverse	hypothetical protein
ECK120003234	gmr	b1285	1342781	1344766	reverse	modulator of RNase II stability
ECK120001568	rnb	b1286	1345002	1346936	reverse	ribonuclease II
ECK120003235	yciW	b1287	1347004	1348131	reverse	predicted oxidoreductase
ECK120001482	fabI	b1288	1348275	1349063	reverse	enoyl-ACP reductase (NAD[P]H)/enoyl-ACP reductase (NADPH)/enoyl-ACP reductase (NADH)
ECK120003236	ycjD	b1289	1349431	1349784	reverse	conserved protein
ECK120002184	sapF	b1290	1349852	1350658	reverse	SapF
ECK120002183	sapD	b1291	1350660	1351652	reverse	SapD
ECK120002674	sapC	b1292	1351652	1352542	reverse	SapC
ECK120002675	sapB	b1293	1352529	1353494	reverse	SapB
ECK120002676	sapA	b1294	1353491	1355134	reverse	SapA
ECK120003237	ymjA	b1295	1355447	1355692	reverse	predicted protein
ECK120003238	puuP	b1296	1355826	1357211	reverse	putrescine importer
ECK120003239	puuA	b1297	1357514	1358932	reverse	glutamate-putrescine ligase
ECK120003240	puuD	b1298	1359144	1359908	forward	&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase
ECK120002286	puuR	b1299	1359935	1360492	forward	DNA-binding transcriptional repressor
ECK120000033	puuC	b1300	1360767	1362254	forward	&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase
ECK120001754	puuB	b1301	1362256	1363536	forward	&gamma;-glutamylputrescine oxidase
ECK120003241	puuE	b1302	1363574	1364839	forward	4-aminobutyrate aminotransferase
ECK120002219	pspF	b1303	1364959	1365936	reverse	PspF transcriptional dual regulator
ECK120000767	pspA	b1304	1366103	1366771	forward	regulatory protein for the phage shock protein operon
ECK120000768	pspB	b1305	1366825	1367049	forward	stimulates PspC-mediated transcriptional activation of the psp operon; antitoxin of a PspC-PspB toxin-antitoxin pair
ECK120000769	pspC	b1306	1367049	1367408	forward	PspC transcriptional regulator; toxin of a PspC-PspB toxin-antitoxin pair
ECK120000770	pspD	b1307	1367417	1367638	forward	peripheral inner membrane phage-shock protein
ECK120000771	pspE	b1308	1367713	1368027	forward	thiosulfate sulfurtransferase
ECK120003242	ycjM	b1309	1368240	1369919	forward	predicted glucosyltransferase
ECK120003243	ycjN	b1310	1369933	1371225	forward	YcjN
ECK120003244	ycjO	b1311	1371246	1372127	forward	YcjO
ECK120003245	ycjP	b1312	1372114	1372956	forward	YcjP
ECK120003246	ycjQ	b1313	1372987	1374039	forward	predicted oxidoreductase, Zn-dependent and NAD(P)-binding
ECK120003247	ycjR	b1314	1374058	1374846	forward	predicted enzyme
ECK120003248	ycjS	b1315	1374856	1375911	forward	predicted oxidoreductase, NADH-binding
ECK120003249	ycjT	b1316	1375908	1378175	forward	predicted hydrolase
ECK120003250	ycjU	b1317	1378172	1378831	forward	&beta;-phosphoglucomutase
ECK120003251	ycjV	b1318	1378845	1379813	forward	predicted sugar transporter subunit: ATP-binding component of ABC superfamily
ECK120016297	ymjB	b4524	1379813	1379926	forward	predicted protein
ECK120003252	ompG	b1319	1379971	1380876	forward	outer membrane porin OmpG
ECK120003253	ycjW	b1320	1380987	1381985	reverse	putative LacI-type transcriptional regulator
ECK120003254	ycjX	b1321	1382141	1383538	forward	conserved protein
ECK120002412	ycjF	b1322	1383535	1384596	forward	putative membrane protein
ECK120001031	tyrR	b1323	1384744	1386285	forward	TyrR transcriptional dual regulator
ECK120003255	tpx	b1324	1386329	1386835	reverse	thiol peroxidase 2
ECK120003256	ycjG	b1325	1386954	1387919	forward	L-Ala-D/L-Glu epimerase
ECK120003257	mpaA	b1326	1387894	1388682	reverse	murein peptide amidase A
ECK120016298	ymjC	b4525	1388704	1388886	reverse	predicted oxidoreductase
ECK120003258	ycjY	b1327	1388957	1389889	reverse	hypothetical protein
ECK120003259	ycjZ	b1328	1390015	1390914	forward	putative transcriptional regulator LysR-type
ECK120003260	mppA	b1329	1391251	1392864	forward	periplasmic murein tripeptide binding protein
ECK120003261	ynaI	b1330	1392915	1393946	reverse	conserved inner membrane protein
ECK120003262	insH-4	b1331	1394100	1395116	forward	
ECK120003263	ynaJ	b1332	1395389	1395646	forward	predicted inner membrane protein
ECK120001222	uspE	b1333	1395696	1396646	reverse	universal stress protein with a role in resistance to UV irradiation
ECK120000319	fnr	b1334	1396798	1397550	reverse	FNR transcriptional dual regulator
ECK120000661	ogt	b1335	1397745	1398260	reverse	Ogt
ECK120002401	abgT	b1336	1398271	1399797	reverse	AbgT Transporter
ECK120003264	abgB	b1337	1399834	1401279	reverse	putative p-aminobenzoyl-glutmate hydrolase
ECK120003265	abgA	b1338	1401279	1402589	reverse	protein with similarity to aminoacyl aminohydrolases
ECK120003266	abgR	b1339	1402765	1403673	forward	putative transcriptional regulator LYSR-type
ECK120002610	isrA	b4426	1403676	1403833	reverse	IsrA small RNA
ECK120003267	ydaL	b1340	1404003	1404566	forward	conserved protein
ECK120003268	ydaM	b1341	1404587	1405819	reverse	diguanylate cyclase, transcriptional modulator
ECK120003269	ydaN	b1342	1406074	1407057	forward	predicted Zn(II) transporter
ECK120002611	C0343		1407387	1407461	forward	C0343 small RNA
ECK120000204	dbpA	b1343	1407535	1408908	forward	ATP-dependent RNA helicase, specific for 23S rRNA
ECK120003270	ttcA	b1344	1409037	1409972	reverse	predicted C32 tRNA thiolase
ECK120003271	intR	b1345	1410024	1411259	reverse	putative transposase
ECK120003272	ydaQ	b1346	1411261	1411476	reverse	hypothetical protein
ECK120001830	ydaC	b1347	1411555	1411764	reverse	hypothetical protein
ECK120001829	lar	b1348	1411757	1411951	reverse	restriction alleviation and modification enhancement
ECK120001828	recT	b1349	1412008	1412817	reverse	recombinase, DNA renaturation
ECK120000818	recE	b1350	1412810	1415410	reverse	exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
ECK120000804	racC	b1351	1415512	1415787	reverse	Rac prophage; predicted protein
ECK120002628	ydaE	b4526	1415862	1416032	reverse	Rac prophage; zinc-binding protein
ECK120002054	kilR	b1352	1416032	1416253	reverse	Rac prophage; inhibitor of FtsZ, killing protein
ECK120002053	sieB	b1353	1416695	1417183	forward	Rac prophage; phage superinfection exclusion protein
ECK120016300	ydaF	b4527	1417180	1417335	reverse	Rac prophage; predicted protein
ECK120003273	Phantom Gene		1417192	1417368	forward	
ECK120003274	ydaG	b1355	1417346	1417480	reverse	hypothetical protein
ECK120003275	racR	b1356	1417789	1418265	reverse	hypothetical protein; predicted DNA-binding transcriptional regulator
ECK120003276	ydaS	b1357	1418389	1418685	forward	hypothetical protein
ECK120003277	ydaT	b1358	1418708	1419130	forward	hypothetical protein
ECK120003278	ydaU	b1359	1419143	1420000	forward	hypothetical protein
ECK120003279	ydaV	b1360	1420007	1420753	forward	putative DNA replication factor
ECK120003280	ydaW	b1361	1420776	1421336	forward	hypothetical protein
ECK120003281	rzpR	b1362	1421369	1421668	forward	putative prophage lambda endopeptidase
ECK120016301	rzoR	b4528	1421424	1421609	forward	Rac prophage; predicted lipoprotein
ECK120001009	trkG	b1363	1421806	1423263	forward	TrkG potassium ion Trk Transporter
ECK120003282	b1364	b1364	1423202	1423483	forward	
ECK120003283	ynaK	b1365	1423401	1423664	forward	Rac prophage; conserved protein
ECK120003284	ydaY	b1366	1423645	1424004	forward	Rac prophage; predicted protein
